Reported Date,Total Dead and Missing,Location Coordinates
"January 09, 2018",100,"33.461246171967, 14.630447728125"
"January 09, 2018",11,"35.891005756583, -5.659332275391"
"January 08, 2018",1,"31.876975000000, 13.853232000000"
"January 07, 2018",12,"32.983002330562, 13.768852058594"
"January 06, 2018",64,"34.078380455797, 13.268242596875"
"January 06, 2018",3,"23.679744000000, 14.058795000000"
"January 05, 2018",1,"20.339476000000, 26.619864000000"
"January 05, 2018",4,"35.880538323659, -5.519505224414"
"January 04, 2018",1,"36.784676783801, -6.580935208594"
"January 04, 2018",1,"26.807768600000, -98.118294000000"
"January 03, 2018",2,"24.642024000000, 14.587863000000"
"January 03, 2018",1,"26.063548853703, -98.076034806885"
"January 02, 2018",1,"27.247483900000, -98.378807900000"
"January 02, 2018",1,"27.105805200000, -98.146774000000"
"January 02, 2018",1,"32.273261300000, -111.689688400000"
"January 02, 2018",1,"45.559706177834, 15.298820708203"
"January 02, 2018",2,"21.284256000000, 24.028913000000"
"January 01, 2018",4,"-33.517699135035, -53.334209461133"
"December 31, 2017",48,"27.817448700000, -99.012892600000"
"December 31, 2017",3,"26.973076300000, -99.101349800000"
"December 31, 2017",2,"26.995506000000, -98.748116700000"
"December 31, 2017",1,"29.868768200000, -101.161735600000"
"December 31, 2017",2,"28.275892100000, -99.101349800000"
"December 31, 2017",4,"28.411651400000, -99.812493500000"
"December 31, 2017",2,"27.027305700000, -98.221297900000"
"December 31, 2017",1,"31.803982400000, -106.205148400000"
"December 31, 2017",4,"32.715730500000, -117.161096600000"
"December 31, 2017",1,"21.946168509389, -102.283320936520"
"December 31, 2017",7,"7.736847451615, -77.548370361328"
"December 31, 2017",2,"27.016237000000, 14.430466000000"
"December 30, 2017",1,"32.137605000000, -112.665258500000"
"December 29, 2017",1,"50.934076500000, 1.910214900000"
"December 28, 2017",1,"40.976820140548, 26.309509277344"
"December 28, 2017",1,"16.561153700000, -94.613863900000"
"December 27, 2017",1,"7.986535000000, 16.974168900000"
"December 27, 2017",2,"21.665039060000, 27.887942670000"
"December 27, 2017",1,"43.767230179939, 7.448348116211"
"December 26, 2017",1,"7.986535000000, 16.974168900000"
"December 26, 2017",2,"-8.002889200000, 12.639231600000"
"December 26, 2017",1,"28.583810000000, 77.247466000000"
"December 26, 2017",2,"24.081574000000, 14.500012000000"
"December 25, 2017",1,"28.762073900000, 51.515007700000"
"December 25, 2017",1,"28.583810000000, 77.247466000000"
"December 25, 2017",1,"38.430189025971, 27.102313915039"
"December 25, 2017",1,"14.905559900000, -92.263420600000"
"December 24, 2017",1,"27.663574220000, 18.511191270000"
"December 24, 2017",3,"23.920992000000, 13.178661000000"
"December 24, 2017",3,"27.001479000000, 14.429019000000"
"December 23, 2017",3,"14.053676000000, 31.797583100000"
"December 23, 2017",1,"12.615880300000, 13.313247200000"
"December 23, 2017",1,"12.449522100000, 32.781101600000"
"December 23, 2017",2,"22.609863280000, 29.200423170000"
"December 23, 2017",2,"21.284256000000, 23.109152000000"
"December 23, 2017",1,"28.948022900000, -100.623971100000"
"December 23, 2017",1,"27.480677494132, -99.479363496826"
"December 22, 2017",1,"35.878049717478, -5.327972173691"
"December 22, 2017",1,"32.926409826220, 13.113060712109"
"December 22, 2017",1,"9.767868700000, 4.051056400000"
"December 22, 2017",2,"20.463043000000, 26.488741000000"
"December 22, 2017",2,"23.840626000000, 13.270216000000"
"December 21, 2017",2,"32.899829300000, 24.088938000000"
"December 21, 2017",1,"-0.023320800000, 14.024647300000"
